OS; CVE; PUBLIC_DATE; AUTHENTICATION; COMPLEXITY; VECTOR; CVSS; CWE; AVAILABILITY; CONFIDENTIALITY; INTEGRITY; SUMMARY;
Ubuntu; CVE-2015-1237; 2015-04-19 06:59:02.477000; NONE; LOW; NETWORK; 7.5;NONE;PARTIAL;PARTIAL;PARTIAL;Use-after-free vulnerability in the RenderFrameImpl::OnMessageReceived function in content/renderer/render_frame_impl.cc in Google Chrome before 42.0.2311.90 allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors that trigger renderer IPC messages during a detach operation.;
Ubuntu; CVE-2015-1236; 2015-04-19 06:59:01.493000; NONE; MEDIUM; NETWORK; 4.3;CWE-264;NONE;PARTIAL;NONE;The MediaElementAudioSourceNode::process function in modules/webaudio/MediaElementAudioSourceNode.cpp in the Web Audio API implementation in Blink, as used in Google Chrome before 42.0.2311.90, allows remote attackers to bypass the Same Origin Policy and obtain sensitive audio sample values via a crafted web site containing a media element.;
Ubuntu; CVE-2015-1235; 2015-04-19 06:59:00.073000; NONE; LOW; NETWORK; 5.0;CWE-264;NONE;NONE;PARTIAL;The ContainerNode::parserRemoveChild function in core/dom/ContainerNode.cpp in the HTML parser in Blink, as used in Google Chrome before 42.0.2311.90, allows remote attackers to bypass the Same Origin Policy via a crafted HTML document with an IFRAME element.;
Ubuntu; CVE-2015-1205; 2015-01-22 17:59:28.617000; NONE; LOW; NETWORK; 7.5;NONE;PARTIAL;PARTIAL;PARTIAL;Multiple unspecified vulnerabilities in Google Chrome before 40.0.2214.91 allow attackers to cause a denial of service or possibly have other impact via unknown vectors.;
Ubuntu; CVE-2015-0840; 2015-04-13 10:59:01.367000; NONE; MEDIUM; NETWORK; 4.3;CWE-284;NONE;NONE;PARTIAL;The dpkg-source command in Debian dpkg before 1.16.16 and 1.17.x before 1.17.25 allows remote attackers to bypass signature verification via a crafted Debian source control file (.dsc).;
Ubuntu; CVE-2015-3905; 2015-06-08 10:59:11.710000; NONE; LOW; NETWORK; 7.5;CWE-119;PARTIAL;PARTIAL;PARTIAL;Buffer overflow in the set_cs_start function in t1disasm.c in t1utils before 1.39 allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a crafted font file.;
Ubuntu; CVE-2015-1804; 2015-03-20 10:59:03.403000; SINGLE_INSTANCE; MEDIUM; NETWORK; 8.5;CWE-189;COMPLETE;COMPLETE;COMPLETE;The bdfReadCharacters function in bitmap/bdfread.c in X.Org libXfont before 1.4.9 and 1.5.x before 1.5.1 does not properly perform type conversion for metrics values, which allows remote authenticated users to cause a denial of service (out-of-bounds memory access) and possibly execute arbitrary code via a crafted BDF font file.;
Ubuntu; CVE-2015-1803; 2015-03-20 10:59:02.403000; SINGLE_INSTANCE; MEDIUM; NETWORK; 8.5;NONE;COMPLETE;COMPLETE;COMPLETE;The bdfReadCharacters function in bitmap/bdfread.c in X.Org libXfont before 1.4.9 and 1.5.x before 1.5.1 does not properly handle character bitmaps it cannot read, which allows remote authenticated users to cause a denial of service (NULL pointer dereference and crash) and possibly execute arbitrary code via a crafted BDF font file.;
Ubuntu; CVE-2015-0847; 2015-05-29 11:59:12.170000; NONE; LOW; NETWORK; 7.8;CWE-17;COMPLETE;NONE;NONE;nbd-server.c in Network Block Device (nbd-server) before 3.11 does not properly handle signals, which allows remote attackers to cause a denial of service (deadlock) via unspecified vectors.;
Ubuntu; CVE-2014-8109; 2014-12-29 18:59:00.053000; NONE; MEDIUM; NETWORK; 4.3;CWE-264;NONE;NONE;PARTIAL;mod_lua.c in the mod_lua module in the Apache HTTP Server 2.3.x and 2.4.x through 2.4.10 does not support an httpd configuration in which the same Lua authorization provider is used with different arguments within different contexts, which allows remote attackers to bypass intended access restrictions in opportunistic circumstances by leveraging multiple Require directives, as demonstrated by a configuration that specifies authorization for one group to access a certain directory, and authorization for a second group to access a second directory.;
Ubuntu; CVE-2015-3279; 2015-07-14 12:59:03.187000; NONE; LOW; NETWORK; 7.5;CWE-189;PARTIAL;PARTIAL;PARTIAL;Integer overflow in filter/texttopdf.c in texttopdf in cups-filters before 1.0.71 allows remote attackers to cause a denial of service (crash) or possibly execute arbitrary code via a crafted line size in a print job, which triggers a heap-based buffer overflow.;
Ubuntu; CVE-2015-3258; 2015-07-14 12:59:02.203000; NONE; LOW; NETWORK; 7.5;CWE-119;PARTIAL;PARTIAL;PARTIAL;Heap-based buffer overflow in the WriteProlog function in filter/texttopdf.c in texttopdf in cups-filters before 1.0.70 allows remote attackers to cause a denial of service (crash) or possibly execute arbitrary code via a small line size in a print job.;
Ubuntu; CVE-2015-2740; 2015-07-05 22:01:08.703000; NONE; LOW; NETWORK; 10.0;CWE-119;COMPLETE;COMPLETE;COMPLETE;Buffer overflow in the nsXMLHttpRequest::AppendToResponseText function in Mozilla Firefox before 39.0, Firefox ESR 31.x before 31.8 and 38.x before 38.1, and Thunderbird before 38.1 might allow remote attackers to cause a denial of service or have unspecified other impact via unknown vectors.;
Ubuntu; CVE-2015-2739; 2015-07-05 22:01:07.937000; NONE; LOW; NETWORK; 10.0;CWE-119;COMPLETE;COMPLETE;COMPLETE;The ArrayBufferBuilder::append function in Mozilla Firefox before 39.0, Firefox ESR 31.x before 31.8 and 38.x before 38.1, and Thunderbird before 38.1 accesses unintended memory locations, which has unspecified impact and attack vectors.;
Ubuntu; CVE-2015-2736; 2015-07-05 22:01:05.343000; NONE; MEDIUM; NETWORK; 9.3;CWE-17;COMPLETE;COMPLETE;COMPLETE;The nsZipArchive::BuildFileList function in Mozilla Firefox before 39.0, Firefox ESR 31.x before 31.8 and 38.x before 38.1, and Thunderbird before 38.1 accesses unintended memory locations, which allows remote attackers to have an unspecified impact via a crafted ZIP archive.;
Ubuntu; CVE-2015-2735; 2015-07-05 22:01:04.563000; NONE; MEDIUM; NETWORK; 9.3;CWE-17;COMPLETE;COMPLETE;COMPLETE;nsZipArchive.cpp in Mozilla Firefox before 39.0, Firefox ESR 31.x before 31.8 and 38.x before 38.1, and Thunderbird before 38.1 accesses unintended memory locations, which allows remote attackers to have an unspecified impact via a crafted ZIP archive.;
Ubuntu; CVE-2015-2724; 2015-07-05 22:00:55.830000; NONE; LOW; NETWORK; 10.0;CWE-119;COMPLETE;COMPLETE;COMPLETE;Multiple unspecified vulnerabilities in the browser engine in Mozilla Firefox before 39.0, Firefox ESR 31.x before 31.8 and 38.x before 38.1, and Thunderbird before 38.1 allow remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via unknown vectors.;
Ubuntu; CVE-2015-2265; 2015-03-24 13:59:09.727000; NONE; LOW; NETWORK; 7.5;CWE-77;PARTIAL;PARTIAL;PARTIAL;The remove_bad_chars function in utils/cups-browsed.c in cups-filters before 1.0.66 allows remote IPP printers to execute arbitrary commands via consecutive shell metacharacters in the (1) model or (2) PDL. NOTE: this vulnerability exists because of an incomplete fix for CVE-2014-2707.;
Ubuntu; CVE-2015-2775; 2015-04-13 10:59:02.397000; NONE; HIGH; NETWORK; 7.6;CWE-22;COMPLETE;COMPLETE;COMPLETE;Directory traversal vulnerability in GNU Mailman before 2.1.20, when not using a static alias, allows remote attackers to execute arbitrary files via a .. (dot dot) in a list name.;
Ubuntu; CVE-2015-0831; 2015-02-25 06:59:11.780000; NONE; MEDIUM; NETWORK; 6.8;NONE;PARTIAL;PARTIAL;PARTIAL;Use-after-free vulnerability in the mozilla::dom::IndexedDB::IDBObjectStore::CreateIndex function in Mozilla Firefox before 36.0, Firefox ESR 31.x before 31.5, and Thunderbird before 31.5 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) via crafted content that is improperly handled during IndexedDB index creation.;
Ubuntu; CVE-2015-0239; 2015-03-02 06:59:04.693000; NONE; HIGH; LOCAL; 4.7;CWE-362;COMPLETE;NONE;PARTIAL;The em_sysenter function in arch/x86/kvm/emulate.c in the Linux kernel before 3.18.5, when the guest OS lacks SYSENTER MSR initialization, allows guest OS users to gain guest OS privileges or cause a denial of service (guest OS crash) by triggering use of a 16-bit code segment for emulation of a SYSENTER instruction.;
Ubuntu; CVE-2014-9683; 2015-03-03 06:59:02.417000; NONE; LOW; LOCAL; 3.6;CWE-189;PARTIAL;NONE;PARTIAL;Off-by-one error in the ecryptfs_decode_from_filename function in fs/ecryptfs/crypto.c in the eCryptfs subsystem in the Linux kernel before 3.18.2 allows local users to cause a denial of service (buffer overflow and system crash) or possibly gain privileges via a crafted filename.;
Ubuntu; CVE-2015-1802; 2015-03-20 10:59:00.093000; SINGLE_INSTANCE; MEDIUM; NETWORK; 8.5;CWE-119;COMPLETE;COMPLETE;COMPLETE;The bdfReadProperties function in bitmap/bdfread.c in X.Org libXfont before 1.4.9 and 1.5.x before 1.5.1 allows remote authenticated users to cause a denial of service (out-of-bounds write and crash) or possibly execute arbitrary code via a (1) negative or (2) large property count in a BDF font file.;
Ubuntu; CVE-2015-1231; 2015-03-08 20:59:23.763000; NONE; LOW; NETWORK; 7.5;NONE;PARTIAL;PARTIAL;PARTIAL;Multiple unspecified vulnerabilities in Google Chrome before 41.0.2272.76 allow attackers to cause a denial of service or possibly have other impact via unknown vectors.;
Ubuntu; CVE-2015-1230; 2015-03-08 20:59:22.903000; NONE; LOW; NETWORK; 7.5;NONE;PARTIAL;PARTIAL;PARTIAL;The getHiddenProperty function in bindings/core/v8/V8EventListenerList.h in Blink, as used in Google Chrome before 41.0.2272.76, has a name conflict with the AudioContext class, which allows remote attackers to cause a denial of service or possibly have unspecified other impact via JavaScript code that adds an AudioContext event listener and triggers "type confusion.";
Ubuntu; CVE-2015-1229; 2015-03-08 20:59:22.090000; NONE; LOW; NETWORK; 5.0;CWE-19;NONE;NONE;PARTIAL;net/http/proxy_client_socket.cc in Google Chrome before 41.0.2272.76 does not properly handle a 407 (aka Proxy Authentication Required) HTTP status code accompanied by a Set-Cookie header, which allows remote proxy servers to conduct cookie-injection attacks via a crafted response.;
Ubuntu; CVE-2015-1228; 2015-03-08 20:59:21.233000; NONE; LOW; NETWORK; 7.5;CWE-399;PARTIAL;PARTIAL;PARTIAL;The RenderCounter::updateCounter function in core/rendering/RenderCounter.cpp in Blink, as used in Google Chrome before 41.0.2272.76, does not force a relayout operation and consequently does not initialize memory for a data structure, which allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via a crafted Cascading Style Sheets (CSS) token sequence.;
Ubuntu; CVE-2015-1220; 2015-03-08 20:59:13.327000; NONE; MEDIUM; NETWORK; 6.8;NONE;PARTIAL;PARTIAL;PARTIAL;Use-after-free vulnerability in the GIFImageReader::parseData function in platform/image-decoders/gif/GIFImageReader.cpp in Blink, as used in Google Chrome before 41.0.2272.76, allows remote attackers to cause a denial of service or possibly have unspecified other impact via a crafted frame size in a GIF image.;
Ubuntu; CVE-2015-1219; 2015-03-08 20:59:12.123000; NONE; LOW; NETWORK; 7.5;CWE-189;PARTIAL;PARTIAL;PARTIAL;Integer overflow in the SkMallocPixelRef::NewAllocate function in core/SkMallocPixelRef.cpp in Skia, as used in Google Chrome before 41.0.2272.76, allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors that trigger an attempted allocation of a large amount of memory during WebGL rendering.;
Ubuntu; CVE-2015-1218; 2015-03-08 20:59:10.903000; NONE; LOW; NETWORK; 7.5;NONE;PARTIAL;PARTIAL;PARTIAL;Multiple use-after-free vulnerabilities in the DOM implementation in Blink, as used in Google Chrome before 41.0.2272.76, allow remote attackers to cause a denial of service or possibly have unspecified other impact via vectors that trigger movement of a SCRIPT element to different documents, related to (1) the HTMLScriptElement::didMoveToNewDocument function in core/html/HTMLScriptElement.cpp and (2) the SVGScriptElement::didMoveToNewDocument function in core/svg/SVGScriptElement.cpp.;
Ubuntu; CVE-2015-1217; 2015-03-08 20:59:09.387000; NONE; LOW; NETWORK; 7.5;CWE-17;PARTIAL;PARTIAL;PARTIAL;The V8LazyEventListener::prepareListenerObject function in bindings/core/v8/V8LazyEventListener.cpp in the V8 bindings in Blink, as used in Google Chrome before 41.0.2272.76, does not properly compile listeners, which allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors that leverage "type confusion.";
Ubuntu; CVE-2015-1216; 2015-03-08 20:59:08.137000; NONE; LOW; NETWORK; 7.5;NONE;PARTIAL;PARTIAL;PARTIAL;Use-after-free vulnerability in the V8Window::namedPropertyGetterCustom function in bindings/core/v8/custom/V8WindowCustom.cpp in the V8 bindings in Blink, as used in Google Chrome before 41.0.2272.76, allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors that trigger a frame detachment.;
Ubuntu; CVE-2015-1215; 2015-03-08 20:59:06.887000; NONE; LOW; NETWORK; 7.5;CWE-119;PARTIAL;PARTIAL;PARTIAL;The filters implementation in Skia, as used in Google Chrome before 41.0.2272.76, allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors that trigger an out-of-bounds write operation.;
Ubuntu; CVE-2015-1214; 2015-03-08 20:59:05.527000; NONE; LOW; NETWORK; 7.5;CWE-190;PARTIAL;PARTIAL;PARTIAL;Integer overflow in the SkAutoSTArray implementation in include/core/SkTemplates.h in the filters implementation in Skia, as used in Google Chrome before 41.0.2272.76, allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors that trigger a reset action with a large count value, leading to an out-of-bounds write operation.;
Ubuntu; CVE-2015-0222; 2015-01-16 11:59:21.217000; NONE; LOW; NETWORK; 5.0;CWE-17;PARTIAL;NONE;NONE;ModelMultipleChoiceField in Django 1.6.x before 1.6.10 and 1.7.x before 1.7.3, when show_hidden_initial is set to True, allows remote attackers to cause a denial of service by submitting duplicate values, which triggers a large number of SQL queries.;
Ubuntu; CVE-2015-0221; 2015-01-16 11:59:20.420000; NONE; LOW; NETWORK; 5.0;CWE-399;PARTIAL;NONE;NONE;The django.views.static.serve view in Django before 1.4.18, 1.6.x before 1.6.10, and 1.7.x before 1.7.3 reads files an entire line at a time, which allows remote attackers to cause a denial of service (memory consumption) via a long line in a file.;
Ubuntu; CVE-2015-0220; 2015-01-16 11:59:19.563000; NONE; MEDIUM; NETWORK; 4.3;CWE-79;NONE;NONE;PARTIAL;The django.util.http.is_safe_url function in Django before 1.4.18, 1.6.x before 1.6.10, and 1.7.x before 1.7.3 does not properly handle leading whitespaces, which allows remote attackers to conduct cross-site scripting (XSS) attacks via a crafted URL, related to redirect URLs, as demonstrated by a "\njavascript:" URL.;
Ubuntu; CVE-2014-1421; 2014-11-25 10:59:00.090000; NONE; LOW; LOCAL; 7.2;CWE-264;COMPLETE;COMPLETE;COMPLETE;mountall 1.54, as used in Ubuntu 14.10, does not properly handle the umask when using the mount utility, which allows local users to bypass intended access restrictions via unspecified vectors.;
Ubuntu; CVE-2015-0240; 2015-02-23 20:59:00.050000; NONE; LOW; NETWORK; 10.0;CWE-17;COMPLETE;COMPLETE;COMPLETE;The Netlogon server implementation in smbd in Samba 3.5.x and 3.6.x before 3.6.25, 4.0.x before 4.0.25, 4.1.x before 4.1.17, and 4.2.x before 4.2.0rc5 performs a free operation on an uninitialized stack pointer, which allows remote attackers to execute arbitrary code via crafted Netlogon packets that use the ServerPasswordSet RPC API, as demonstrated by packets reaching the _netr_ServerPasswordSet function in rpc_server/netlogon/srv_netlog_nt.c.;
Ubuntu; CVE-2014-9093; 2014-11-26 10:59:09.153000; NONE; LOW; NETWORK; 7.5;CWE-20;PARTIAL;PARTIAL;PARTIAL;LibreOffice before 4.3.5 allows remote attackers to cause a denial of service (invalid write operation and crash) and possibly execute arbitrary code via a crafted RTF file.;
Ubuntu; CVE-2015-1473; 2015-04-08 06:59:03.627000; NONE; LOW; NETWORK; 6.4;CWE-119;PARTIAL;NONE;PARTIAL;The ADDW macro in stdio-common/vfscanf.c in the GNU C Library (aka glibc or libc6) before 2.21 does not properly consider data-type size during a risk-management decision for use of the alloca function, which might allow context-dependent attackers to cause a denial of service (segmentation violation) or overwrite memory locations beyond the stack boundary via a long line containing wide characters that are improperly handled in a wscanf call.;
Ubuntu; CVE-2014-8602; 2014-12-10 21:59:03.233000; NONE; MEDIUM; NETWORK; 4.3;CWE-399;PARTIAL;NONE;NONE;iterator.c in NLnet Labs Unbound before 1.5.1 does not limit delegation chaining, which allows remote attackers to cause a denial of service (memory and CPU consumption) via a large or infinite number of referrals.;
